"location","month","rain","pressure","temp","speed"
"Lund","1972-12",22.6,1023.4,3.5,6.08
"Lund","1973-01",42.4,1022,0.6,4.18
"Lund","1973-02",59.8,1005.6,1.8,5.88
"Lund","1973-03",39,1020.1,4.6,4.69
"Lund","1973-04",72.1,1009.2,5,5.7
"Lund","1973-05",55.1,1016.2,11.4,4.72
"Lund","1973-06",20.4,1018.5,16.3,4.52
"Lund","1973-07",85.1,1011.5,18.3,3.79
"Lund","1973-08",20.7,1018.6,16.8,4.11
"Lund","1973-09",85.7,1014.7,12.7,5.29
"Lund","1973-10",25.7,1016.7,6.7,4.38
"Lund","1973-11",82,1007.6,2.8,7.22
"Lund","1973-12",53.5,1005.9,0.5,6.76
"Lund","1974-01",78.2,1016.1,2.1,6.13
"Lund","1974-02",40.1,1010.9,2.5,5.13
"Lund","1974-03",16.1,1021.5,3.3,7.03
"Lund","1974-04",2.5,1018.5,7.7,4.84
"Lund","1974-06",42.1,1011.8,14.6,4.62
"Lund","1974-07",64,1008.7,15.2,6.17
"Lund","1974-08",83.1,1016.3,16.5,3.8
"Lund","1974-09",65.1,1010.6,13.6,5.1
"Lund","1974-10",103,1005.3,6.6,4.94
"Lund","1974-12",110.2,1006.9,4.1,7.13
"Lund","1975-01",67.3,1008.6,4.2,7.83
"Lund","1975-02",12.3,1026.6,1.2,3.96
"Lund","1975-03",39.3,1010.7,2.8,5.15
"Lund","1975-04",55.5,1013,5.4,6.16
"Lund","1975-05",29.1,1016.8,11.3,5.68
"Lund","1975-06",13.6,1018.3,15,4.38
"Lund","1975-07",44.3,1014.7,18.5,4.54
"Lund","1975-08",25.7,1018.3,20,3.95
"Lund","1975-09",66.8,1014.4,15.2,5.17
"Lund","1975-10",44.9,1021.7,8.7,4.99
"Lund","1975-11",55.6,1016.8,4.1,5
"Lund","1975-12",33.9,1014.1,3.3,7.62
"Lund","1976-01",61.8,1007.8,-0.7,6.69
"Lund","1976-02",20.4,1023.7,-0.3,5.41
"Lund","1976-03",22,1020,-0.8,5.14
"Lund","1976-04",27.9,1017.2,5.5,4.67
"Lund","1976-05",54.3,1016,11.2,4.62
"Lund","1976-06",24.1,1017.5,15.5,5.13
"Lund","1976-07",52.6,1014.9,18.3,4.14
"Lund","1976-08",24,1019.7,17.4,3.64
"Lund","1976-09",44.4,1015.1,12.5,4.25
"Lund","1976-10",72.9,1012.6,8.4,5.46
"Lund","1976-11",45.6,1014.3,4.8,5.1
"Lund","1976-12",65.7,1006.9,-0.6,6.26
"Lund","1977-01",98.5,1011.5,-0.4,5.06
"Lund","1977-02",52.6,1008.5,0.1,5.74
"Lund","1977-03",55.1,1017.4,3.3,5.31
"Lund","1977-04",58.3,1007.9,4.5,6.37
"Lund","1977-05",28.6,1018.4,11.7,5
"Lund","1977-06",43.5,1012.7,16,4.85
"Lund","1977-07",88,1010.8,16.2,5.49
"Lund","1977-08",17.1,1015.8,15.7,4.48
"Lund","1977-09",32.1,1019.3,12,5.29
"Lund","1977-10",38.9,1016.9,10,4.99
"Lund","1977-11",82.5,1001,5.3,6.93
"Lund","1977-12",66.6,1018,2.3,5.82
"Lund","1978-01",61.7,1009.1,0.9,5.7
"Lund","1978-02",27.9,1012.3,-2.2,5.22
"Lund","1978-03",80.4,1007.2,2.2,6.13
"Lund","1978-04",10.3,1015.6,4.8,5.94
"Lund","1978-05",12.7,1018.3,11.6,5.67
"Lund","1978-06",63.8,1011.7,15.7,4.37
"Lund","1978-07",68.9,1012.6,15.5,4.38
"Lund","1978-08",34.9,1013.4,16.3,4.68
"Lund","1978-09",121.7,1007.6,11.4,6.36
"Lund","1978-10",44.7,1017.6,9.4,5.01
"Lund","1978-11",39.8,1019.7,7.1,6.89
"Lund","1978-12",80.9,1012.3,-1.3,6.26
"Lund","1979-01",45.3,1012.7,-4,5.98
"Lund","1979-03",93.1,1006,1.1,7.09
"Lund","1979-04",25.6,1012.8,5,6.2
"Lund","1979-06",27.5,1016.8,16.4,5.14
"Lund","1979-07",43.3,1012.1,14.7,5.55
"Lund","1979-08",86.5,1011.8,15.9,4.93
"Lund","1979-09",36.2,1016,12.7,4.98
"Lund","1979-10",14.8,1019.1,7.6,5.28
"Lund","1979-11",104.6,1009.5,4.4,6.42
"Lund","1979-12",106.3,1006.8,1.8,6.68
"Lund","1980-01",41.5,1016.6,-2.4,4.94
"Lund","1980-02",34.8,1021.5,-1.8,5.65
"Lund","1980-03",19.7,1014.1,0,7
"Lund","1980-04",25.9,1015.1,6.2,4.68
"Lund","1980-05",21,1017.4,10.1,4.68
"Lund","1980-06",72.6,1009.5,15.4,4.93
"Lund","1980-07",126.9,1010.4,16.5,4.3
"Lund","1980-08",85,1012.2,15.7,4.88
"Lund","1980-09",34.6,1016.5,13.7,4.74
"Lund","1980-10",124.6,1007,7.8,5.91
"Lund","1980-11",98.6,1013,3,6.48
"Lund","1980-12",99.6,1007.8,1.3,7.77
"Lund","1981-01",66.1,1012,-1.7,5.93
"Lund","1981-02",56,1017.7,0.4,6.32
"Lund","1981-03",82.5,1006.8,2.5,6.47
"Lund","1981-04",15.8,1018.5,6,5.29
"Lund","1981-05",25.8,1012.9,12.9,5.89
"Lund","1981-06",75.8,1013.2,14.6,4.85
"Lund","1981-07",85.1,1012.5,16.5,4.93
"Lund","1981-08",83.9,1015.4,16.2,4.39
"Lund","1981-09",47.7,1016.7,13.6,3.97
"Lund","1981-10",127.9,1006,8.1,5.53
"Lund","1981-11",115.9,1012.6,4.3,7.34
"Lund","1981-12",53.1,1000.5,-3.9,5.17
"Lund","1982-01",55.2,1015.6,-3.8,5
"Lund","1982-02",19,1024.1,-1.4,4.49
"Lund","1982-03",54.4,1013.7,3.5,5.6
"Lund","1982-04",26.3,1013.2,6.9,5.56
"Lund","1982-05",36.8,1017.5,11.4,5.1
"Lund","1982-06",63,1012.5,14.8,4.09
"Lund","1982-07",25.1,1017.9,18.7,4.18
"Lund","1982-08",119.4,1012.2,17.9,5.33
"Lund","1982-09",19.7,1016.9,14.2,5.03
"Lund","1982-10",87.1,1013,10.2,5.05
"Lund","1982-11",48.8,1011.7,6.4,6.74
"Lund","1982-12",80.7,1007.7,2.6,6.47
"Lund","1983-01",67.1,1009,4.1,8.99
"Lund","1983-02",24.2,1018.1,-1,5.25
"Lund","1983-03",89.2,1010.6,3.6,6.24
"Lund","1983-04",71.2,1008.1,6.5,5.59
"Lund","1983-05",95,1010.2,11.2,5.34
"Lund","1983-06",44.5,1017.9,15.1,4.56
"Lund","1983-07",9.7,1016.6,18.6,4.7
"Lund","1983-08",23.8,1017.5,18.1,4.26
"Lund","1983-09",81,1011,13.8,6.15
"Lund","1983-10",59.2,1012.7,9.2,7.5
"Lund","1983-11",66.9,1014.5,3.4,5.32
"Lund","1983-12",67.7,1012.1,1.1,6.41
"Lund","1984-01",91.9,1003.3,1,7.66
"Lund","1984-02",29.7,1021.7,0,5.66
"Lund","1984-03",9.9,1019.2,0.9,5.91
"Lund","1984-04",19.7,1020.2,7.2,4.46
"Lund","1984-05",40,1010.4,12.1,5.46
"Lund","1984-06",108.2,1010.6,14.2,5.62
"Lund","1984-07",45.8,1013.4,16.4,5.01
"Lund","1984-08",49.9,1016.9,17.7,3.81
"Lund","1984-09",110.7,1007.4,11.9,4.56
"Lund","1984-10",97.5,1011.1,10.8,6.66
"Lund","1984-11",45.3,1013.1,5.8,6.68
"Lund","1984-12",43.9,1021.6,2.1,5.17
"Lund","1985-01",54.4,1012.1,-5.5,6.07
"Lund","1985-02",21.7,1022.5,-6.4,4.52
"Lund","1985-03",56.2,1013.9,0.9,5.31
"Lund","1985-04",44.9,1008,4.7,5.94
"Lund","1985-05",17.5,1014.2,12.5,5.69
"Lund","1985-06",67.5,1010,14.5,3.97
"Lund","1985-07",56.9,1014.4,17,4.71
"Lund","1985-08",98.4,1012.9,16.2,4.69
"Lund","1985-09",74,1013.8,12,5.72
"Lund","1985-10",17.2,1022.6,9.9,4.43
"Lund","1985-11",81.3,1011.5,1.9,5.61
"Lund","1985-12",146.8,1009.8,2.2,5.66
"Lund","1986-01",80,1003.1,-1.6,6.51
"Lund","1986-02",5.6,1024,-5.7,5.46
"Lund","1986-04",31.7,1012.4,4.7,5.44
"Lund","1986-05",51.1,1016.9,12.6,5.41
"Lund","1986-06",17.7,1016.8,15.3,4.92
"Lund","1986-07",94.1,1013.1,17.3,4.52
"Lund","1986-08",36.9,1012.5,15.6,4.42
"Lund","1986-09",41.9,1016,11,5.63
"Lund","1986-10",79.1,1014.2,9,5.31
"Lund","1986-11",59.7,1015.3,6.8,6.57
"Lund","1986-12",87,1009.5,1.7,6.42
"Lund","1987-01",31.9,1020.1,-6.6,5.9
"Lund","1987-02",30.2,1013.8,-1.3,4.86
"Lund","1987-03",34.3,1017.6,-1.8,5.29
"Lund","1987-04",51.6,1017.8,6.2,5.23
"Lund","1987-05",42.8,1012.8,9.9,4.85
"Lund","1987-06",87.2,1010.6,12.8,4.75
"Lund","1987-07",88.6,1013.4,15.5,5.14
"Lund","1987-08",71.5,1010.5,14.8,4.68
"Lund","1987-09",76.5,1013.1,12.6,5.01
"Lund","1987-10",21.1,1018.7,9.6,5.4
"Lund","1987-11",77.3,1013.1,5.1,4.3
"Lund","1987-12",52.6,1016.7,2.5,5.49
"Lund","1988-01",103.8,1006.6,3.2,5.58
"Lund","1988-02",53,1006.4,2,6.71
"Lund","1988-03",46.4,1006.3,1.3,5.64
"Lund","1988-04",26.4,1016.2,6,5.04
"Lund","1988-05",22.6,1017.2,13.1,5.12
"Lund","1988-06",32.1,1012.9,17.1,4.07
"Lund","1988-07",105.3,1011.6,17.5,4.62
"Lund","1988-08",47.4,1011,16.3,4.82
"Lund","1988-09",65,1012.7,13.8,5.57
"Lund","1988-10",73.7,1017.2,8.2,5.83
"Lund","1988-11",52.3,1017.1,2.5,5.07
"Lund","1988-12",64.9,1012.6,2.5,7.02
"Lund","1989-01",9.8,1023,4.2,6.84
"Lund","1989-02",26,1010.8,4.3,7.61
"Lund","1989-03",54.1,1009.7,5.6,6.17
"Lund","1989-04",23.5,1012.1,7,5.59
"Lund","1989-05",7.8,1020.3,13.1,4.86
"Lund","1989-06",54.8,1016.9,16.1,3.78
"Lund","1989-07",60.4,1016.6,18.3,4.58
"Lund","1989-08",114.9,1010.5,16.2,5.13
"Lund","1989-09",8.9,1018.2,14.4,4.01
"Lund","1989-10",80.1,1012.2,10,5.47
"Lund","1989-11",36.6,1016.2,4.1,4.17
"Lund","1989-12",49.4,1011.2,1.9,5.49
"Lund","1990-01",48.1,1013.4,3.8,7.38
"Lund","1990-02",41.1,1003.7,5.4,7.74
"Lund","1990-03",37.9,1017.2,6,7.43
"Lund","1990-04",25.9,1014.4,8.4,5.65
"Lund","1990-05",40.7,1019.2,13.4,3.99
"Lund","1990-06",45.4,1011.7,16.4,4.34
"Lund","1990-07",72.7,1014.1,16.7,5.4
"Lund","1990-08",35.3,1015.9,17.9,4.4
"Lund","1990-09",123.2,1010.2,12.1,5.18
"Lund","1990-10",63,1012.8,9.8,5.13
"Lund","1990-11",59.4,1010.1,4.2,4.61
"Lund","1990-12",37.2,1014.6,2,5.82
"Lund","1991-01",52.1,1020.2,1.9,6.09
"Lund","1991-02",31.3,1019.8,-1.1,5.74
"Lund","1991-03",18.5,1016.9,4.4,4.96
"Lund","1991-04",54.4,1016.4,6.8,4.91
"Lund","1991-05",53.8,1016.2,9.9,4.98
"Lund","1991-06",135.7,1008.9,12.4,5.14
"Lund","1991-07",43.5,1016.4,18.3,3.99
"Lund","1991-08",42.3,1015.7,17.7,4.38
"Lund","1991-09",46.7,1013.1,14,4.35
"Lund","1991-10",40.6,1016,9,4.74
"Lund","1991-11",85.4,1010.1,5,5.48
"Lund","1991-12",57.5,1020.1,2.6,5.49
"Lund","1992-01",29,1020.4,2,6.85
"Lund","1992-02",33.7,1016.3,2.8,5.79
"Lund","1992-03",61.2,1009.6,4.1,5.6
"Lund","1992-04",31.4,1009.1,6.3,5.35
"Lund","1992-05",11.2,1020.5,13.8,5.23
"Lund","1992-06",0.2,1017.3,18.3,4.94
"Lund","1992-07",65.2,1014.9,18.9,4.87
"Lund","1992-08",107.9,1010.9,17.4,4.87
"Lund","1992-09",42.1,1017.5,13.3,4.4
"Lund","1992-10",62.4,1008.2,6.1,4.61
"Lund","1992-11",123.2,1007,4.7,6.14
"Lund","1992-12",52.6,1018.5,2.5,4.94
"Lund","1993-01",64.1,1013.5,1.6,7.93
"Lund","1993-02",26.6,1023.9,0.9,5.14
"Lund","1993-03",13.1,1019.8,2.7,5.02
"Lund","1993-04",7.5,1015,7.9,5.25
"Lund","1993-05",17.3,1016.2,14.3,5
"Lund","1993-06",28.1,1012.8,14.8,4.82
"Lund","1993-07",135.3,1010.2,15.3,5.06
"Lund","1993-08",44.8,1014.9,14.8,4.48
"Lund","1993-09",95.8,1013,11,5.05
"Lund","1993-10",73.5,1016.5,7.1,4.52
"Lund","1993-11",51.5,1025.3,2.5,4.66
